1991 01 17  -114.21
2000 01 01  -565.65
1990 07 06  -178.08
2002 09 14   388.88
2000 02 07   421.23
1997 10 15   651.29
2003 06 29  -809.85
1998 04 21   916.97
1994 07 07   361.40
1998 06 12  -899.33
1993 03 21   713.76
2004 04 13    27.62
1996 07 06   401.33
2003 05 29   264.91
1991 05 10   497.29
1991 08 09  -943.63
1991 02 04   827.63
1999 06 09  -983.76
1993 05 31  -481.10
2001 09 24   -51.64
2001 08 11  -500.79
2000 05 28  -357.20
1992 03 26    71.65
1997 12 08  -578.15
1998 07 12   691.93
1998 04 23  -688.25
1990 04 05   -92.16
2004 07 09   991.24
1994 05 20   566.82
2004 05 08  -125.12
2001 02 14   477.93
1992 11 23  -320.15
2002 03 14   388.88
1995 04 30  -823.37
1998 12 13   375.99
1991 11 13  -449.47
1991 10 01  -896.39
2005 02 17   -35.53
1998 01 21   456.89
1991 05 23   821.12
2005 01 07   876.55
1999 07 09    -6.90
1997 07 09  -780.79
2001 04 04   931.90
2000 12 06   726.50
1994 11 29  -599.00
1994 10 01   374.07
1999 01 14   828.47
2005 08 06  -358.11
1994 01 21   400.67
1992 01 24   225.55
1994 02 19  -828.49
2004 09 30  -557.57
2005 02 10   993.48
1994 06 20  -820.46
1994 08 08   609.67
1998 10 11     4.18
1999 08 29  -560.37
1992 07 08   256.37
2005 11 27   365.12
2004 04 12   456.08
1993 12 28   -68.19
2004 07 29  -753.27
1991 10 13   175.70
2004 02 16  -982.46
1998 07 01   124.00
1998 05 12   690.52
1990 03 20    62.49
1999 03 31   769.10
1992 10 17  -636.98
1993 10 27  -993.49
1994 07 25   324.66
2004 05 29   217.71
1994 08 27   896.10
2004 04 27   381.89
1995 09 30  -779.82
1998 06 09  -334.68
1995 09 20  -424.46
1997 06 17  -914.13
1996 09 06  -999.30
1992 07 14  -368.93
2000 10 29  -717.88
1993 02 21  -793.13
1999 01 23  -261.51
1991 05 01   510.59
1996 08 25   522.97
2005 03 12  -148.25
1996 10 11   674.87
2004 09 25  -130.18
1991 11 04  -685.85
2003 01 28   369.29
2005 12 25   398.80
2000 12 19   791.11
1990 07 06   907.12
2002 02 23   396.59
2004 08 07  -584.62
1992 10 22   715.78
2002 02 25   931.90
1997 12 16     1.57
1993 12 01  -707.57
1990 10 11  -270.29
1998 01 14   331.40
1999 12 20   228.66
2001 03 24  -353.26
2004 07 16   127.82
1992 02 27   213.23
1994 10 17   241.78
1997 09 24  -993.62
1995 07 29  -714.95
1998 06 18   594.44
1998 10 01   407.32
2005 04 14   -12.64
1994 11 06   356.54
2002 11 26   179.52
2003 12 22   939.59
1991 02 25   319.81
1998 08 14   177.94
1993 10 29  -285.65
1995 07 04  -372.24
1996 12 20  -945.68
1996 04 27  -955.84
1990 02 17  -471.02
2004 11 30   315.73
1993 06 14   194.57
1999 11 06   103.39
2000 12 03  -638.67
1993 12 27  -378.17
2000 04 27  -316.93
1990 03 02  -568.51
1991 07 16   168.60
2001 08 02   847.69
1994 12 04  -337.85
1994 08 15   909.39
1993 01 11  -628.98
1990 03 31  -634.53
2002 09 23  -731.92
1993 12 18   342.40
1991 10 11   965.70
1991 10 02   459.71
1998 06 16  -624.14
2005 03 04   623.27
2003 08 10  -323.51
1992 02 17   783.62
1995 10 07   371.89
1992 03 05  -379.99
2002 08 10  -210.95
1998 03 19   722.11
1991 06 09   348.45
2003 09 13  -764.01
2002 08 11  -683.59
1993 06 23   223.71
1990 07 12  -267.89
1990 03 28  -707.55
2003 05 03   829.26
1998 02 21   232.61
2002 10 29  -573.50
1995 05 08   343.82
2003 03 27   474.24
1992 01 06  -102.00
1993 11 04  -496.47
2000 08 31   746.63
1996 05 14  -958.31
1993 08 15  -954.70
2004 09 14   147.30
2000 08 28  -991.56
1994 03 01     3.73
1998 12 17   789.40
1998 04 15   605.22
1991 03 21  -246.14
2001 10 21    53.44
1996 12 14   243.88
2000 09 27    61.43
1991 09 13   367.49
2000 09 16   -51.52
2002 02 04  -611.36
2005 09 17   427.94
1991 12 20  -259.55
2002 12 21   -93.72
1990 11 14   725.12
1990 09 05   197.12
2003 06 04  -599.73
2005 02 23  -146.81
1997 10 30  -552.27
1997 01 29   380.02
1994 06 09  -575.03
1998 11 21  -613.08
1992 04 17  -994.13
1999 02 22  -634.05
1997 07 17  -431.45
1997 04 30   577.94
1990 05 02  -838.48
1995 02 13    93.91
1997 01 08   689.66
2000 02 06    36.44
2000 12 15  -865.27
1998 09 22  -190.17
1998 07 30  -189.38
1992 06 08   815.38
2004 06 10   347.81
2003 09 16  -463.84
2003 08 21   716.24
2005 04 08   692.80
1995 09 23  -554.05
1999 06 29   543.37
1997 04 09  -564.22
1997 10 05  -250.26
2003 08 28   106.31
2005 01 19   657.21
1993 02 06  -204.71
1994 10 10   664.88
2004 09 24   706.36
1990 03 12  -274.86
2004 11 22   792.71
1999 07 19  -713.86
1999 02 21  -394.59
2001 10 06  -183.83
2003 10 22   827.78
2004 08 14  -542.26
2002 07 27   890.21
1996 10 07   337.10
1995 09 14   109.95
1995 06 23   -75.84
2005 10 18  -226.03
2005 03 05   295.66
1997 09 05  -755.50
1999 07 31   -32.36
2005 08 16  -814.02
1990 09 10   313.08
1995 07 25   920.27
2001 03 12   830.92
1991 10 22  -978.88
1994 02 06   747.94
2004 11 07   592.10
1990 11 21   265.93
2001 01 25  -255.99
2003 02 19  -889.26
1997 06 01   576.33
2000 04 22     2.07
1991 06 08  -335.84
2004 09 21   837.15
2001 05 27    -2.86
1995 04 02  -924.49
1995 03 20    31.51
2000 01 30  -855.61
2003 12 26  -839.40
1991 09 12  -511.09
1998 02 04   875.09
1991 12 06   401.39
1998 12 11  -579.02
1999 06 10  -102.45
2003 03 14  -862.70
2001 02 17  -320.08
1996 12 02   382.74
2002 05 07   410.69
1997 10 31  -553.85
1992 12 17  -649.23
1991 06 19   705.12
2005 05 25  -534.25
2001 07 19   477.03
1999 06 26  -746.61
1997 10 14  -109.33
2001 12 12  -582.92
1997 11 06  -346.83
2005 02 20  -210.56
2001 01 05  -219.25
1994 07 05  -409.33
1990 07 26  -576.55
2003 07 15  -192.88
2004 05 05   505.09
2002 02 01   749.89
2003 02 01   902.12
1998 04 02   559.81
2004 09 02  -290.35
1995 07 14   199.67
1997 03 13   421.44
1993 02 24   358.97
1992 12 25   472.84
1996 08 14   727.67
1994 08 17  -589.64
1994 12 28   701.61
1992 02 28   905.54
1997 06 04  -113.51
1997 02 12  -536.70
2000 08 23   730.31
1992 12 21  -758.47
2003 11 07   939.63
1992 07 20   880.98
1998 10 03   149.61
2000 06 05  -351.77
1992 11 27   453.25
2004 08 17  -245.38
1997 03 08    12.03
1998 12 24  -751.09
1991 02 01  -615.15
2001 11 09  -296.63
2004 07 30   574.02
2005 12 15   697.22
1998 08 24   704.33
2000 07 21  -985.51
2000 07 11  -554.90
1991 07 29   946.38
1991 02 21  -461.83
2000 01 05   -84.36
2005 03 08  -361.55
2000 08 09   890.18
1993 05 21    -6.36
2002 01 18  -528.61
1994 03 06   961.69
1998 06 15  -607.76
1996 11 06  -677.42
2001 08 03   254.87
1990 04 24   946.24
1994 01 20  -432.66
2004 05 08  -754.14
1999 03 03   647.18
1995 02 05  -380.75
2001 12 25  -293.09
1998 07 23  -132.79
1995 10 21  -531.00
2002 08 22  -770.14
1995 04 16   602.27
1998 11 27  -348.31
1998 01 08   709.79
1995 08 27   -78.11
1998 04 07   540.13
2000 06 05  -458.01
1996 04 29   858.68
1992 12 12   834.67
2000 02 18   229.23
1996 01 01   -18.21
1995 07 31   643.00
1990 04 27   827.37
1993 10 15  -265.94
1994 11 21  -803.37
1991 10 25   -95.91
2005 02 13  -164.27
2004 08 21    73.01
1994 03 03   638.33
2001 03 23   414.45
1995 10 12  -840.73
1991 06 27   842.92
2003 04 20   814.90
1994 04 09  -887.67
1993 10 27   415.96
1998 06 03  -622.87
1999 12 03  -954.63
1999 05 14  -668.57
2004 06 10  -683.62
1996 03 16  -159.79
1992 05 08   528.19
1991 08 02   944.86
1993 05 15  -152.04
2005 07 24  -272.39
1990 11 23  -742.77
1995 01 31  -281.36
2000 09 12   -48.34
2002 12 03   270.00
1992 02 07  -277.74
2000 11 08  -587.34
1991 01 08  -135.17
1999 06 29   896.37
2005 11 26   634.03
1996 10 07   573.90
2004 08 25  -366.42
1998 11 12  -119.69
2004 03 02   391.32
1995 12 23  -604.72
1998 07 22   838.55
2002 12 09   990.91
2001 06 03   477.95
1993 09 04   334.04
1993 09 11    30.33
1997 03 29   789.41
2004 03 10   438.90
1995 02 19   269.89
2002 11 25  -570.77
2004 04 28  -953.88
1995 01 05    74.01
2005 09 16  -587.44
2003 04 17  -698.32
2005 03 13  -516.30
2004 11 17  -950.20
2003 04 10  -480.92
2002 01 03   430.62
1993 08 19   417.14
2001 11 22   844.87
1990 01 30   670.85
2001 01 21  -585.80
1998 11 26  -138.49
1998 05 10   928.23
1997 08 01  -676.47
2003 10 11   434.42
2002 02 02   854.92
1997 04 19  -157.85
2005 05 23  -636.84
1998 10 01  -676.19
1998 05 09   670.97
2004 11 28   945.49
1998 11 14  -910.09
1991 07 05  -278.42
2002 07 15   832.55
2001 01 17  -967.20
1995 12 18  -527.22
1994 07 10   637.31
1993 02 27    59.61
1995 02 15   834.49
1990 08 18  -440.62
2001 02 04   699.06
1990 09 29  -131.05
1992 03 25   214.19
1992 03 08   752.98
1998 09 14   467.52
1993 01 21   584.78
1998 02 08   -61.28
1993 11 22  -105.53
1993 12 12  -184.92
1997 10 11   478.13
2003 12 02  -649.72
1995 05 22   -94.84
2003 09 14   617.36
1999 02 04  -347.35
1996 04 30  -300.46
2005 10 12  -425.13
1993 10 31   120.97
1993 02 02   867.22
1998 11 07   271.39
1990 12 10  -584.72
1995 10 24   787.42
2001 05 27  -595.34
2000 07 01   327.05
1994 03 18   990.49
1993 03 29  -443.31
1996 07 06   910.28
2004 06 08  -395.65
1998 06 21  -591.16
1994 11 14  -974.65
1997 08 20  -358.53
2000 05 05   706.35
2002 05 02   595.96
1999 02 20   -67.21
2000 09 23  -404.92
1999 10 30  -625.96
1992 07 06  -729.89
1992 04 25   807.62
1996 11 27   859.93
1998 10 28  -414.45
2004 06 24  -813.34
2003 06 03  -481.66
1998 03 18   575.91
2000 05 05   964.47
1997 07 15  -454.79
1992 04 19   413.97
1991 04 26  -615.02
1993 06 18   828.57
1996 07 23  -451.82
2002 08 23   587.14
1994 07 13  -105.50
1995 03 11   190.85
1991 01 07  -355.85
1993 06 07  -289.62
2004 07 11  -103.36
1993 04 22  -538.93
2001 10 23   796.80
2005 12 02   776.99
1992 10 23   649.66
2005 07 28   652.99
1998 12 17   786.07
2005 02 15  -321.25
1995 09 27   407.92
2005 12 24  -332.52
1991 12 03    -6.31
1995 04 23  -664.41
1991 01 23  -261.43
2004 06 04  -475.37
1993 02 09   511.83
1996 06 07  -827.97
1993 07 17   -47.80
1992 12 22   766.09
2001 10 26   678.37
1990 01 24   755.11
1997 12 17   823.28
1997 09 23  -300.37
1994 03 21   107.71
1991 10 28   -47.35
2003 08 23  -802.44
1990 07 12   234.18
2003 11 26  -900.01
2000 03 21   213.56
2003 04 14  -940.03
1998 02 28  -771.72
1990 01 26   436.15
2004 03 07   598.09
2000 11 03   892.75
1991 10 13  -304.70
1993 09 16  -882.23
1996 07 12  -718.83
1995 03 09   141.53
1993 05 03  -121.22
2002 03 09  -654.61
1998 02 19   -92.28
2005 03 31   640.06
1994 04 06  -835.16
1994 04 13  -575.05
2005 04 09  -276.95
2001 12 10  -940.15
1993 04 14  -225.28
1994 07 30   554.45
1994 01 06   686.57
1992 04 16  -105.25
2005 11 09  -302.24
1993 09 27   328.33
1999 05 19   705.45
1994 01 29  -215.74
2001 12 09   495.55
2000 03 08  -275.95
1999 06 06  -684.15
2000 08 17  -245.98
1994 02 08   753.82
1996 11 07   -26.23
2001 12 14  -160.16
1991 12 24  -444.72
2002 03 05  -914.95
1998 05 09   645.94
2002 10 11  -824.25
2000 02 07     5.08
1995 12 08   853.88
2002 03 27  -326.21
1993 04 19   670.58
1991 04 24   687.23
2003 05 15  -244.15
1996 03 21   232.92
2005 07 29  -435.55
1999 11 23  -814.13
2001 05 11  -135.10
2002 10 25  -971.68
2001 07 23  -325.07
2000 07 12  -884.64
1997 05 03   510.18
2001 09 10   269.92
1995 08 23   360.74
1991 07 22   368.36
1992 10 24  -498.72
2000 09 07   860.93
2002 06 15   -13.73
2004 04 16  -910.01
1992 09 25   856.41
1990 05 12   126.12
1997 01 30  -457.39
1998 03 23  -837.13
2002 08 28  -592.86
1990 12 26  -749.53
1996 03 30  -721.31
1996 05 29    74.66
2002 02 01   -91.78
2001 07 04    13.00
2001 12 05  -262.96
1996 04 11  -398.33
1997 10 04   739.44
2005 01 27  -909.26
2005 03 12    77.77
1995 08 01   788.39
2003 08 01   964.86
1991 01 21   143.75
2002 03 16   455.18
1992 03 09  -431.83
1995 05 04  -478.49
1995 05 06   615.43
1999 07 15   674.64
1999 07 21   518.19
1997 06 23   504.75
2002 11 23   527.36
1996 03 08   575.79
2005 11 30   777.37
1997 06 12  -662.49
2003 07 28   881.71
2005 08 27   280.32
1990 11 07   880.29
2002 08 11  -379.03
2005 07 09  -325.74
1993 06 23  -260.06
1993 12 04  -784.75
1996 12 11   523.79
2002 10 19  -564.34
1994 07 27  -260.70
1994 11 20  -866.20
2001 03 03  -289.19
1998 05 03  -956.27
2005 11 17  -844.52
1997 07 16  -216.68
1998 12 31  -222.63
1996 05 17  -879.15
1997 08 08   521.23
1994 12 07   181.35
1993 06 14   298.42
1992 01 10   245.72
1998 06 10  -997.27
2005 07 19   -97.33
1999 08 25   883.36
1991 05 05   830.45
2000 10 30   594.21
1993 10 25   604.60
2005 07 27    57.98
2003 09 02   948.76
2005 08 31  -791.78
1992 08 17   921.29
1992 12 27   324.26
2000 01 05   650.51
1994 02 23   290.27
2000 09 26   231.15
2003 04 05   452.45
1999 10 08   803.68
2001 01 03   350.38
1990 02 07  -742.71
1993 06 09  -501.37
2005 04 26  -302.93
1994 04 21   514.01
1995 08 17   694.96
1996 12 12  -610.18
2004 03 09   365.96
1995 05 28  -683.62
2000 03 15  -728.07
2003 07 16   118.48
1994 11 13  -550.52
2004 07 10  -451.03
2005 11 24  -674.94
2003 08 12   902.57
2000 12 22   181.25
1997 06 24  -927.17
2001 07 04  -148.08
1998 09 18   970.64
1993 06 24   818.70
1993 08 30   593.89
2002 06 04  -950.67
1993 08 01   -53.00
2002 06 30  -980.65
1991 12 01   809.06
1990 04 13  -444.36
1996 08 05  -866.78
2004 05 22   247.17
1994 09 24  -622.19
1991 11 29  -161.30
2000 12 30   183.52
2001 10 21   952.10
1991 04 07   987.79
2001 06 22  -683.37
1993 02 05    22.59
2005 10 23   300.98
1997 06 20  -890.37
2005 05 15  -708.44
2004 12 02   421.99
1999 09 26  -394.50
